roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-471,male,group B,associate's degree,1,1,89,62,61,26,238,C
std-472,male,group B,associate's degree,0,0,44,59,77,65,245,C
std-473,male,group D,master's degree,0,0,57,96,52,61,266,B
std-474,male,group E,associate's degree,0,0,86,77,33,33,229,C
std-475,male,group C,associate's degree,0,1,38,89,64,50,241,C
std-476,male,group C,bachelor's degree,0,1,89,46,50,89,274,B
std-477,male,group D,associate's degree,1,1,46,52,76,73,247,C
std-478,male,group D,master's degree,0,0,30,89,52,18,189,D
std-479,male,group D,some college,0,0,30,75,78,59,242,C
std-480,male,group D,some high school,0,0,32,43,38,57,170,D
std-481,male,group B,some college,1,0,63,76,44,47,230,C
std-482,male,group B,high school,0,1,95,60,80,81,316,B
std-483,male,group D,some college,0,1,17,97,90,68,272,B
std-484,male,group C,bachelor's degree,0,0,46,75,37,71,229,C
std-485,male,group B,bachelor's degree,1,0,33,55,30,76,194,D
std-486,male,group B,some college,1,1,87,96,100,63,346,A
std-487,male,group D,some college,0,1,91,98,84,46,319,B
std-488,male,group D,some high school,0,0,40,53,75,86,254,B
std-489,male,group E,some college,1,0,49,59,79,34,221,C
std-490,male,group D,high school,1,0,23,51,69,59,202,C
std-491,male,group D,bachelor's degree,1,0,41,76,95,97,309,B
std-492,male,group D,high school,1,0,29,71,71,55,226,C
std-493,male,group B,associate's degree,1,1,32,25,69,39,165,D
std-494,male,group C,some high school,0,1,100,57,54,94,305,B
std-495,male,group C,some high school,0,0,46,45,85,56,232,C
std-496,male,group D,some college,0,0,18,70,44,83,215,C
std-497,male,group D,associate's degree,1,1,58,66,56,90,270,B
std-498,male,group C,high school,1,0,96,52,52,80,280,B
std-499,male,group A,some high school,0,1,34,86,66,91,277,B
std-500,male,group C,associate's degree,0,0,77,95,61,55,288,B
std-501,male,group C,some high school,0,0,32,54,75,35,196,D
std-502,male,group C,some high school,1,0,61,72,100,83,316,B
std-503,male,group C,some high school,1,1,85,100,62,96,343,A
std-504,male,group D,associate's degree,0,1,15,53,57,63,188,D
std-505,male,group A,some college,0,0,47,70,71,45,233,C
std-506,male,group C,bachelor's degree,0,0,76,86,84,80,326,A
std-507,male,group D,some high school,0,0,37,82,65,96,280,B
std-508,male,group B,high school,1,0,60,85,72,58,275,B
std-509,male,group C,high school,1,1,75,91,86,65,317,B
std-510,male,group C,some high school,1,0,50,44,23,80,197,D
std-511,male,group C,associate's degree,0,0,73,46,54,54,227,C
std-512,male,group B,high school,0,1,39,34,72,44,189,D
std-513,male,group C,some college,1,1,90,53,44,100,287,B
std-514,male,group C,associate's degree,0,0,20,58,71,93,242,C
std-515,male,group A,bachelor's degree,1,0,22,86,87,68,263,B
std-516,male,group C,associate's degree,1,1,44,94,75,100,313,B
std-517,male,group C,some college,0,0,61,63,98,53,275,B
std-518,male,group C,some college,0,0,79,46,42,48,215,C
std-519,male,group D,some college,1,1,48,95,79,84,306,B
std-520,male,group B,some high school,0,1,23,68,58,48,197,D
std-521,male,group D,some high school,1,0,40,83,62,62,247,C
std-522,male,group C,master's degree,0,0,63,69,54,80,266,B
std-523,male,group D,some college,1,0,39,83,77,75,274,B
std-524,male,group B,some college,1,1,72,80,82,81,315,B
std-525,male,group C,some college,1,0,83,53,87,60,283,B
std-526,male,group A,high school,1,0,38,47,67,51,203,C
std-527,male,group E,some high school,1,0,82,89,100,56,327,A
std-528,male,group B,bachelor's degree,1,0,73,23,80,69,245,C
std-529,male,group B,high school,0,1,67,55,,,267,B
std-530,male,group B,master's degree,0,0,71,,54,57,259,B
std-531,male,group E,some college,1,0,,54,67,46,212,C
std-532,male,group B,associate's degree,0,,64,71,71,61,267,B
std-533,male,group D,bachelor's degree,,0,20,64,42,43,169,D
std-534,male,group C,,1,0,99,77,43,61,280,B
std-535,male,,associate's degree,1,0,25,100,56,30,211,C
std-536,,group C,associate's degree,0,1,14,90,98,85,287,B
std-537,male,group C,bachelor's degree,1,0,25,45,83,55,208,C
std-538,male,group C,some high school,1,1,47,48,78,89,262,B
std-539,male,group C,some high school,1,0,96,91,66,86,339,A
std-540,male,group C,bachelor's degree,0,0,31,57,73,82,243,C
std-541,male,group E,associate's degree,0,0,50,34,39,80,203,C
std-542,male,group D,high school,0,0,40,82,25,82,229,C
std-543,male,group C,master's degree,0,1,54,86,79,73,292,B
std-544,male,group C,master's degree,1,0,30,35,40,22,127,Fail
std-545,male,group E,some college,1,1,40,82,84,72,278,B
std-546,male,group B,bachelor's degree,0,0,39,86,63,72,260,B
std-547,male,group D,high school,1,1,49,60,79,83,271,B
std-548,male,group C,some college,1,1,89,51,84,45,269,B
std-549,male,group B,master's degree,1,0,27,69,80,27,203,C
std-550,male,group C,some high school,0,1,27,73,69,64,233,C
std-551,male,group D,associate's degree,0,0,42,93,55,100,290,B
std-552,male,group B,some college,0,0,36,73,72,100,281,B
std-553,male,group C,high school,1,0,53,53,23,51,180,D
std-554,male,group B,some high school,0,1,100,45,66,82,293,B
std-555,male,group C,some college,0,0,43,72,100,38,253,B
std-556,male,group A,high school,1,0,72,40,83,92,287,B
std-557,male,group E,bachelor's degree,1,0,43,100,82,72,297,B
std-558,male,group D,some high school,0,0,68,83,92,66,309,B
std-559,male,group E,master's degree,0,0,52,27,80,49,208,C
std-560,male,group D,bachelor's degree,0,1,100,91,72,55,318,B
std-561,male,group C,master's degree,1,0,62,53,68,55,238,C
std-562,male,group C,some college,1,0,34,51,47,42,174,D
std-563,male,group E,associate's degree,1,0,62,83,56,31,232,C
std-564,male,group D,some college,1,1,31,51,68,54,204,C
std-565,male,group C,some college,1,0,55,72,96,75,298,B
std-566,male,group D,some college,0,0,83,94,100,86,363,A
std-567,male,group A,some high school,0,0,25,56,81,71,233,C
std-568,male,group B,master's degree,1,0,22,100,41,48,211,C
std-569,male,group B,bachelor's degree,1,1,49,67,60,9,185,D
std-570,male,group D,some college,1,0,97,55,71,87,310,B
std-571,male,group D,high school,1,0,70,63,100,48,281,B
std-572,male,group C,bachelor's degree,1,0,25,22,66,70,183,D
std-573,male,group D,master's degree,0,0,78,42,91,100,311,B
std-574,male,group B,some high school,1,1,58,95,100,88,341,A
std-575,male,group D,some college,0,1,0,48,86,82,216,C
std-576,male,group B,some college,1,1,51,58,76,81,266,B
std-577,male,group E,some high school,1,1,45,100,87,59,291,B
std-578,male,group C,associate's degree,0,1,23,97,49,44,213,C
std-579,male,group B,high school,0,0,100,31,74,74,279,B
std-580,male,group C,high school,1,0,40,61,65,67,233,C
std-581,male,group E,bachelor's degree,1,0,30,62,89,42,223,C
std-582,male,group B,some college,1,1,30,73,61,51,215,C
std-583,male,group C,high school,1,0,53,68,52,69,242,C
std-584,male,group B,bachelor's degree,0,1,66,86,88,45,285,B
std-585,male,group C,master's degree,1,1,56,57,56,46,215,C
std-586,male,group E,some high school,1,0,33,78,85,96,292,B
std-587,male,group D,associate's degree,0,0,11,79,54,52,196,D
std-588,male,group B,associate's degree,1,0,70,92,77,48,287,B
std-589,male,group B,some college,0,1,18,42,70,39,169,D
std-590,male,group C,high school,1,0,67,100,85,99,351,A
std-591,male,group C,high school,1,1,18,70,44,65,197,D
std-592,male,group C,high school,0,1,72,97,92,52,313,B
std-593,male,group C,bachelor's degree,1,0,68,48,69,86,271,B
std-594,male,group B,bachelor's degree,1,0,72,58,100,88,318,B
std-595,male,group C,master's degree,1,0,93,89,77,36,295,B
std-596,male,group B,some college,1,1,47,72,100,58,277,B
std-597,male,group B,high school,1,1,39,35,44,96,214,C
std-598,male,group D,some high school,1,1,33,93,80,74,280,B
std-599,male,group B,some college,1,0,50,97,78,79,304,B
std-600,male,group D,associate's degree,1,0,32,82,61,69,244,C
std-601,male,group C,associate's degree,0,0,70,87,85,42,284,B
std-602,male,group E,associate's degree,0,0,33,87,54,14,188,D
std-603,male,group D,associate's degree,0,1,29,77,81,76,263,B
std-604,male,group B,some high school,0,0,61,81,33,80,255,B
std-605,male,group B,master's degree,1,1,50,17,34,60,161,D
std-606,male,group B,high school,1,0,36,79,66,59,240,C
std-607,male,group E,bachelor's degree,0,0,70,37,76,42,225,C
std-608,male,group E,high school,0,0,46,84,73,80,283,B
std-609,male,group B,bachelor's degree,1,1,48,80,47,58,233,C
std-610,male,group A,associate's degree,0,0,74,87,35,77,273,B
std-611,male,group D,high school,0,0,90,70,96,37,293,B
std-612,male,group E,bachelor's degree,1,0,24,65,93,35,217,C
std-613,male,group A,some college,1,1,12,34,76,66,188,D
std-614,male,group C,associate's degree,1,0,85,76,74,58,293,B
std-615,male,group E,high school,1,0,50,41,76,77,244,C
std-616,male,group D,bachelor's degree,1,0,24,58,100,39,221,C
std-617,male,group D,master's degree,0,0,29,91,51,65,236,C
std-618,male,group C,some college,1,1,26,55,55,54,190,D
std-619,male,group C,bachelor's degree,1,1,98,60,90,100,348,A
std-620,male,group C,some high school,1,1,48,65,63,57,233,C
std-621,male,group C,high school,0,0,86,87,95,90,358,A
std-622,male,group B,some college,0,0,81,100,100,65,346,A
std-623,male,group D,high school,0,1,29,79,45,35,188,D
std-624,male,group A,some high school,0,0,35,66,95,67,263,B
std-625,male,group D,some college,1,0,59,51,43,72,225,C
std-626,male,group C,some high school,1,0,90,85,94,38,307,B
std-627,male,group C,bachelor's degree,1,0,96,36,78,76,286,B
std-628,male,group D,high school,0,1,27,80,100,10,217,C
std-629,male,group B,bachelor's degree,1,0,19,44,61,56,180,D
std-630,male,group B,associate's degree,1,1,76,66,89,96,327,A
std-631,male,group C,some high school,0,0,78,38,28,44,188,D
std-632,male,group E,master's degree,1,0,48,77,81,15,221,C
std-633,male,group C,some high school,1,1,40,86,54,28,208,C
std-634,male,group D,some high school,1,0,63,79,85,55,282,B
std-635,male,group D,some high school,0,0,41,76,81,72,270,B
std-636,male,group E,bachelor's degree,1,1,24,49,59,36,168,D
std-637,male,group D,associate's degree,0,0,42,70,94,82,288,B
std-638,male,group D,some high school,1,1,100,40,38,59,237,C
std-639,male,group E,high school,0,1,78,35,81,50,244,C
std-640,male,group C,high school,1,1,100,61,38,29,228,C
std-641,male,group B,high school,1,1,52,49,44,65,210,C
std-642,male,group B,some college,1,1,69,49,61,36,215,C
std-643,male,group C,high school,1,0,43,72,71,43,229,C
std-644,male,group E,some high school,0,0,79,75,69,77,300,B
std-645,male,group E,associate's degree,0,1,66,94,73,100,333,A
std-646,male,,some college,1,0,68,100,89,96,353,A
std-647,male,group C,,0,1,50,82,87,100,319,B
std-648,male,group D,high school,,0,49,88,79,75,291,B
std-649,male,group D,associate's degree,0,,34,66,100,80,280,B
std-650,male,group D,high school,1,0,,98,54,75,246,C
std-651,male,group B,high school,0,0,28,,90,82,260,B
std-652,male,group C,bachelor's degree,1,0,83,34,,100,281,B
std-653,male,group D,some college,1,0,38,72,68,,228,C
std-654,male,group B,some high school,1,1,96,88,72,95,,A
std-655,male,group C,some college,1,0,21,100,79,100,300,B
std-656,male,group C,some high school,1,1,69,100,71,86,326,A
std-657,male,group D,associate's degree,0,0,68,98,89,76,331,A
std-658,male,group D,high school,1,0,20,74,87,60,241,C
std-659,male,group D,high school,1,1,54,48,82,66,250,B
std-660,male,group D,master's degree,0,0,16,72,54,64,206,C
std-661,male,group A,bachelor's degree,1,0,47,91,63,69,270,B
std-662,male,group C,some college,1,0,35,100,62,83,280,B
std-663,male,group C,some high school,0,0,49,67,95,37,248,C
std-664,male,group A,some college,0,0,35,69,48,75,227,C
std-665,male,group D,high school,0,1,91,46,50,86,273,B
std-666,male,group D,bachelor's degree,0,0,31,76,89,55,251,B
std-667,male,group C,high school,1,0,25,53,53,59,190,D
std-668,male,group D,high school,1,0,43,75,59,45,222,C
std-669,male,group E,some high school,1,0,86,100,54,55,295,B
std-670,male,group E,bachelor's degree,1,0,40,91,100,43,274,B
std-671,male,group E,high school,1,0,39,85,68,66,258,B
std-672,male,group D,high school,0,0,43,49,63,41,196,D
std-673,male,group D,associate's degree,0,1,21,52,52,49,174,D
std-674,male,group C,bachelor's degree,1,1,67,78,85,69,299,B
std-675,male,group D,high school,1,0,14,89,48,44,195,D
std-676,male,group D,some college,0,1,29,65,66,66,226,C
std-677,male,group C,bachelor's degree,0,0,94,73,82,51,300,B
std-678,male,group E,some college,1,0,33,58,84,62,237,C
std-679,male,group B,master's degree,0,0,35,76,53,64,228,C
std-680,male,group C,bachelor's degree,0,0,49,75,48,56,228,C
std-681,male,group D,some high school,0,1,56,75,70,80,281,B
std-682,male,group E,high school,0,0,42,84,64,88,278,B
std-683,male,group C,master's degree,1,1,57,48,57,49,211,C
std-684,male,group D,some college,1,0,98,17,70,15,200,C
std-685,male,group C,some college,0,1,73,99,66,49,287,B
std-686,male,group C,associate's degree,1,0,47,70,71,92,280,B
std-687,male,group E,associate's degree,1,0,64,80,35,95,274,B
std-688,male,group E,some college,0,0,16,42,58,53,169,D
std-689,male,group B,associate's degree,1,0,98,63,78,61,300,B
std-690,male,group A,some high school,1,0,62,56,39,46,203,C
std-691,male,group B,some college,0,0,32,73,74,55,234,C
std-692,male,group B,some college,0,0,48,76,67,21,212,C
std-693,male,group D,some high school,1,1,57,47,30,57,191,D
std-694,male,group A,bachelor's degree,1,0,33,62,57,48,200,C
std-695,male,group C,some college,1,1,59,94,86,76,315,B
std-696,male,group C,some college,1,0,52,100,49,68,269,B
std-697,male,group C,some college,1,0,44,79,77,18,218,C
std-698,male,group A,associate's degree,1,1,49,88,73,68,278,B
std-699,male,group C,associate's degree,0,1,20,53,83,35,191,D
std-700,male,group A,associate's degree,1,0,21,62,56,38,177,D
std-701,male,group E,some college,0,0,51,99,76,99,325,A
std-702,male,group D,master's degree,0,0,51,65,48,63,227,C
std-703,male,group D,bachelor's degree,1,0,28,51,56,69,204,C
std-704,male,group D,master's degree,1,0,62,100,88,77,327,A
std-705,male,group D,some high school,1,0,63,75,74,90,302,B
std-706,male,group D,some college,1,0,30,54,52,37,173,D
std-707,male,group D,some college,1,0,89,56,60,53,258,B
std-708,male,group A,bachelor's degree,0,0,56,62,58,71,247,C
std-709,male,group D,some high school,0,0,30,54,40,100,224,C
std-710,male,group C,bachelor's degree,1,0,69,68,70,56,263,B
std-711,male,group D,associate's degree,1,0,20,100,62,52,234,C
std-712,male,group D,bachelor's degree,1,0,59,87,43,99,288,B
std-713,male,group D,high school,1,1,58,100,49,100,307,B
std-714,male,group C,master's degree,0,1,66,72,59,51,248,C
std-715,male,group C,some high school,0,0,73,60,58,53,244,C
std-716,male,group C,high school,0,1,79,44,36,53,212,C
std-717,male,group C,high school,1,0,62,57,68,81,268,B
std-718,male,group D,associate's degree,1,0,89,93,72,68,322,A
std-719,male,group D,associate's degree,0,0,76,87,84,78,325,A
std-720,male,group A,associate's degree,1,0,30,100,64,48,242,C
std-721,male,group C,associate's degree,1,0,22,98,92,67,279,B
std-722,male,group D,some college,1,0,100,88,80,58,326,A
std-723,male,group B,high school,1,0,69,94,90,100,353,A
std-724,male,group C,associate's degree,1,0,91,74,88,31,284,B
std-725,male,group B,bachelor's degree,1,1,61,45,51,49,206,C
std-726,male,group D,associate's degree,1,0,63,70,58,75,266,B
std-727,male,group C,some college,1,0,52,33,36,53,174,D
std-728,male,group D,some college,1,0,81,76,55,76,288,B
std-729,male,group E,high school,1,1,26,84,23,83,216,C
std-730,male,group A,associate's degree,1,0,78,17,10,83,188,D
std-731,male,group E,associate's degree,1,1,51,77,95,87,310,B
std-732,male,group D,some high school,0,0,23,52,48,50,173,D
std-733,male,group C,some college,0,0,46,44,80,64,234,C
std-734,male,group B,high school,0,0,35,34,78,36,183,D
std-735,male,group D,associate's degree,0,0,28,61,64,68,221,C
std-736,male,group D,associate's degree,1,1,80,86,80,40,286,B
std-737,male,group A,high school,1,1,33,100,59,86,278,B
std-738,male,group E,bachelor's degree,1,0,42,43,74,78,237,C
std-739,male,group E,some college,0,0,24,73,45,92,234,C
std-740,male,group A,some college,1,0,97,68,67,100,332,A
std-741,male,group A,associate's degree,1,0,33,69,34,85,221,C
std-742,male,group B,some high school,0,0,80,73,76,85,314,B
std-743,male,group B,some college,0,1,22,81,66,60,229,C
std-744,male,group D,associate's degree,1,0,37,71,74,45,227,C
std-745,male,group C,master's degree,0,1,75,99,68,97,339,A
std-746,male,group D,high school,0,0,57,59,88,55,259,B
std-747,male,group D,some college,1,1,72,66,72,9,219,C
std-748,male,group C,high school,1,1,73,61,100,60,294,B
std-749,male,group C,bachelor's degree,0,0,100,90,71,56,317,B
std-750,male,group C,high school,0,0,100,91,97,71,359,A
std-751,male,group B,bachelor's degree,0,0,17,67,68,59,211,C
std-752,male,group C,some high school,1,1,65,86,70,100,321,A
std-753,male,group B,associate's degree,1,0,91,76,94,83,344,A
std-754,male,group A,high school,0,0,23,69,35,64,191,D
std-755,male,group C,bachelor's degree,1,0,38,87,30,71,226,C
std-756,male,group E,associate's degree,0,0,45,69,52,26,192,D
std-757,male,group C,some college,1,1,38,100,71,60,269,B
std-758,male,group E,bachelor's degree,1,0,84,96,73,59,312,B
